sym,entry,tf,atr_stop,trail,friday,rule,max_days,risk,mode,sample,max_starts,n,pass_pct,pass_inconsistent_pct,fail_daily_pct,fail_max_pct,timeout_pct,days_to_pass_median,trades_mean,max_dd_mean,worst_day_mean,end_balance_mean,burn_pct,secs,stage,target,min_days,seed
GBPUSD,ema20_50,1h,1.0,1.0,True,fundingpips_1step,30,2.0,fixed,IS,400.0,527,10.1,0.0,7.0,22.2,60.7,16.2,5.8,6.84,-2.11,99957.0,29.2,3.7,1,,,
GBPUSD,ema10_30,1h,4.0,4.0,True,fundingpips_1step,7,2.0,fixed,IS,400.0,527,0.4,0.0,3.8,0.0,95.8,4.2,2.5,2.76,-1.5,100049.0,3.8,2.9,1,,,
GBPUSD,ema10_30,1h,4.0,4.0,True,fundingpips_1step,30,2.0,fixed,IS,400.0,527,7.4,0.0,16.9,12.5,63.2,18.9,9.5,5.81,-2.4,100368.0,29.4,10.8,1,,,
GBPUSD,ema10_30,4h,4.0,4.0,True,fundingpips_1step,7,2.0,fixed,IS,400.0,527,0.0,0.0,0.0,0.0,100.0,,0.9,1.13,-0.63,99966.0,0.0,1.5,1,,,
GBPUSD,ema10_30,4h,4.0,4.0,True,fundingpips_1step,30,2.0,fixed,IS,400.0,527,0.2,0.0,0.0,2.3,97.5,22.9,3.7,3.46,-1.47,99760.0,2.3,6.5,1,,,
GBPUSD,ema20_50,1h,2.0,2.0,True,fundingpips_1step,7,2.0,fixed,IS,400.0,527,0.6,0.0,1.1,0.2,98.1,4.6,1.6,2.48,-1.15,100028.0,1.3,1.5,1,,,
GBPUSD,ema20_50,1h,2.0,2.0,True,fundingpips_1step,30,2.0,fixed,IS,400.0,527,7.4,0.0,3.4,15.6,73.6,19.8,6.4,5.92,-1.97,100059.0,19.0,6.3,1,,,
GBPUSD,ema20_50,4h,1.0,1.0,True,fundingpips_1step,7,2.0,fixed,IS,400.0,527,0.2,0.0,0.0,0.0,99.8,2.5,0.5,1.1,-0.51,100011.0,0.0,1.0,1,,,
GBPUSD,ema20_50,4h,1.0,1.0,True,fundingpips_1step,30,2.0,fixed,IS,400.0,527,0.9,0.0,0.0,2.1,97.0,19.6,2.3,3.56,-1.45,100135.0,2.1,4.0,1,,,
GBPUSD,ema20_50,4h,2.0,2.0,True,fundingpips_1step,7,2.0,fixed,IS,400.0,527,0.2,0.0,0.0,0.0,99.8,3.9,0.5,0.9,-0.45,99971.0,0.0,1.0,1,,,
GBPUSD,ema20_50,4h,2.0,2.0,True,fundingpips_1step,30,2.0,fixed,IS,400.0,527,1.9,0.0,0.0,0.2,97.9,21.1,2.3,3.05,-1.35,99927.0,0.2,3.9,1,,,
GBPUSD,ema20_50,1h,4.0,4.0,True,fundingpips_1step,7,2.0,fixed,IS,400.0,527,0.2,0.0,1.7,0.0,98.1,3.6,1.6,1.93,-1.02,100058.0,1.7,2.0,1,,,
GBPUSD,ema20_50,1h,4.0,4.0,True,fundingpips_1step,30,2.0,fixed,IS,400.0,527,3.4,0.0,8.2,8.7,79.7,19.1,6.5,4.68,-1.9,100089.0,16.9,8.4,1,,,
GBPUSD,ema20_50,4h,4.0,4.0,True,fundingpips_1step,7,2.0,fixed,IS,400.0,527,0.0,0.0,0.0,0.0,100.0,,0.5,0.77,-0.41,99981.0,0.0,1.3,1,,,
GBPUSD,ema20_50,4h,4.0,4.0,True,fundingpips_1step,30,2.0,fixed,IS,400.0,527,0.0,0.0,0.0,0.2,99.8,,2.3,2.72,-1.26,99936.0,0.2,5.9,1,,,
GBPUSD,ema50_200,1h,1.0,1.0,True,fundingpips_1step,7,2.0,fixed,IS,400.0,527,0.0,0.0,0.0,0.0,100.0,,0.6,1.3,-0.61,99918.0,0.0,0.9,1,,,
GBPUSD,ema50_200,1h,1.0,1.0,True,fundingpips_1step,30,2.0,fixed,IS,400.0,527,0.2,0.0,0.0,3.8,96.0,29.4,2.8,3.98,-1.54,99605.0,3.8,3.6,1,,,
GBPUSD,ema50_200,1h,2.0,2.0,True,fundingpips_1step,7,2.0,fixed,IS,400.0,527,0.2,0.0,0.0,0.0,99.8,3.9,0.6,1.06,-0.52,99882.0,0.0,1.0,1,,,
GBPUSD,ema50_200,1h,2.0,2.0,True,fundingpips_1step,30,2.0,fixed,IS,400.0,527,0.2,0.0,0.0,2.8,97.0,3.9,2.8,3.42,-1.39,99471.0,2.8,4.1,1,,,
GBPUSD,ema50_200,4h,1.0,1.0,True,fundingpips_1step,7,2.0,fixed,IS,400.0,527,0.0,0.0,0.0,0.0,100.0,,0.2,0.41,-0.19,99980.0,0.0,0.8,1,,,
GBPUSD,ema50_200,4h,1.0,1.0,True,fundingpips_1step,30,2.0,fixed,IS,400.0,527,0.0,0.0,0.0,0.2,99.8,,0.8,1.7,-0.68,99978.0,0.2,3.1,1,,,
GBPUSD,ema50_200,4h,2.0,2.0,True,fundingpips_1step,7,2.0,fixed,IS,400.0,527,0.0,0.0,0.0,0.0,100.0,,0.2,0.33,-0.15,99966.0,0.0,0.8,1,,,
GBPUSD,ema50_200,4h,2.0,2.0,True,fundingpips_1step,30,2.0,fixed,IS,400.0,527,0.0,0.0,0.0,0.0,100.0,,0.8,1.34,-0.57,99905.0,0.0,3.3,1,,,
GBPUSD,ema50_200,1h,4.0,4.0,True,fundingpips_1step,7,2.0,fixed,IS,400.0,527,0.0,0.0,0.6,0.0,99.4,,0.6,0.9,-0.47,99998.0,0.6,1.2,1,,,
GBPUSD,ema50_200,1h,4.0,4.0,True,fundingpips_1step,30,2.0,fixed,IS,400.0,527,1.1,0.0,2.7,0.9,95.3,17.0,2.8,2.98,-1.31,100091.0,3.6,5.5,1,,,
GBPUSD,ema50_200,4h,4.0,4.0,True,fundingpips_1step,7,2.0,fixed,IS,400.0,527,0.0,0.0,0.0,0.0,100.0,,0.2,0.28,-0.16,99994.0,0.0,0.8,1,,,
GBPUSD,ema50_200,4h,4.0,4.0,True,fundingpips_1step,30,2.0,fixed,IS,400.0,527,0.0,0.0,0.0,0.0,100.0,,0.8,1.14,-0.58,100001.0,0.0,3.6,1,,,
GBPUSD,don20,1h,1.0,1.0,True,fundingpips_1step,7,2.0,fixed,IS,400.0,527,6.8,0.0,5.3,19.4,68.5,3.2,4.0,6.28,-2.09,99519.0,24.7,1.3,1,,,
GBPUSD,don20,1h,1.0,1.0,True,fundingpips_1step,30,2.0,fixed,IS,400.0,527,19.2,0.0,12.5,56.5,11.8,9.1,9.0,9.29,-2.3,98902.0,69.0,2.3,1,,,
GBPUSD,don20,4h,1.0,1.0,True,fundingpips_1step,7,2.0,fixed,IS,400.0,527,2.3,0.0,2.1,0.9,94.7,3.0,2.0,3.78,-1.55,100137.0,3.0,1.1,1,,,
GBPUSD,don20,4h,1.0,1.0,True,fundingpips_1step,30,2.0,fixed,IS,400.0,527,17.5,0.0,8.5,32.1,41.9,18.0,6.7,8.19,-2.15,100746.0,40.6,3.7,1,,,
GBPUSD,don20,1h,2.0,2.0,True,fundingpips_1step,7,2.0,fixed,IS,400.0,527,4.4,0.0,8.9,9.3,77.4,3.9,4.0,5.44,-2.07,100056.0,18.2,2.6,1,,,
GBPUSD,don20,1h,2.0,2.0,True,fundingpips_1step,30,2.0,fixed,IS,400.0,527,19.5,0.0,21.8,39.3,19.4,13.4,9.9,8.74,-2.47,100547.0,61.1,5.7,1,,,
GBPUSD,don20,4h,2.0,2.0,True,fundingpips_1step,7,2.0,fixed,IS,400.0,527,1.3,0.0,2.1,0.2,96.4,3.6,1.9,2.98,-1.37,100141.0,2.3,1.5,1,,,
GBPUSD,don20,4h,2.0,2.0,True,fundingpips_1step,30,2.0,fixed,IS,400.0,527,10.4,0.0,11.0,17.6,60.9,19.4,6.9,6.82,-2.16,100890.0,28.6,6.9,1,,,
GBPUSD,don55,1h,1.0,1.0,True,fundingpips_1step,7,2.0,fixed,IS,400.0,527,4.4,0.0,4.2,6.8,84.6,2.9,2.9,4.98,-1.91,99359.0,11.0,1.3,1,,,
GBPUSD,don55,1h,1.0,1.0,True,fundingpips_1step,30,2.0,fixed,IS,400.0,527,14.0,0.0,11.4,49.0,25.6,10.5,7.6,8.58,-2.25,98214.0,60.4,3.1,1,,,
GBPUSD,don20,1h,4.0,4.0,True,fundingpips_1step,7,2.0,fixed,IS,400.0,527,0.8,0.0,12.3,2.1,84.8,3.8,3.5,4.04,-2.05,100072.0,14.4,3.8,1,,,
GBPUSD,don20,1h,4.0,4.0,True,fundingpips_1step,30,2.0,fixed,IS,400.0,527,11.4,0.0,41.2,18.2,29.2,15.9,9.8,6.79,-2.73,100234.0,59.4,11.1,1,,,
GBPUSD,don20,4h,4.0,4.0,True,fundingpips_1step,7,2.0,fixed,IS,400.0,527,0.0,0.0,0.8,0.0,99.2,,1.6,2.15,-1.17,100113.0,0.8,2.3,1,,,
GBPUSD,don20,4h,4.0,4.0,True,fundingpips_1step,30,2.0,fixed,IS,400.0,527,2.3,0.0,3.8,9.5,84.4,24.8,6.3,5.06,-1.88,100523.0,13.3,9.4,1,,,
GBPUSD,don55,1h,2.0,2.0,True,fundingpips_1step,7,2.0,fixed,IS,400.0,527,2.7,0.0,3.2,1.9,92.2,2.8,2.7,4.17,-1.74,99837.0,5.1,2.2,1,,,
GBPUSD,don55,1h,2.0,2.0,True,fundingpips_1step,30,2.0,fixed,IS,400.0,527,12.1,0.0,10.1,34.2,43.6,15.7,8.5,8.29,-2.21,99692.0,44.3,5.9,1,,,
GBPUSD,don55,4h,1.0,1.0,True,fundingpips_1step,7,2.0,fixed,IS,400.0,527,2.1,0.0,0.9,0.2,96.8,2.9,1.3,2.7,-1.11,100048.0,1.1,1.0,1,,,
GBPUSD,don55,4h,1.0,1.0,True,fundingpips_1step,30,2.0,fixed,IS,400.0,527,11.4,0.0,3.6,24.5,60.5,15.5,4.9,7.1,-2.0,100188.0,28.1,3.4,1,,,
GBPUSD,don55,4h,2.0,2.0,True,fundingpips_1step,7,2.0,fixed,IS,400.0,527,0.9,0.0,0.9,0.0,98.1,3.6,1.2,2.08,-0.96,100109.0,0.9,1.3,1,,,
GBPUSD,don55,4h,2.0,2.0,True,fundingpips_1step,30,2.0,fixed,IS,400.0,527,6.5,0.0,4.6,8.7,80.3,21.7,5.0,5.5,-1.91,100667.0,13.3,4.8,1,,,
GBPUSD,don55,1h,4.0,4.0,True,fundingpips_1step,7,2.0,fixed,IS,400.0,527,0.2,0.0,2.3,0.2,97.3,3.9,2.3,2.99,-1.51,100009.0,2.5,2.8,1,,,
GBPUSD,don55,1h,4.0,4.0,True,fundingpips_1step,30,2.0,fixed,IS,400.0,527,4.6,0.0,9.1,20.7,65.7,18.5,8.1,6.18,-2.15,99979.0,29.8,10.4,1,,,
EURUSD,ema10_30,1h,1.0,1.0,True,fundingpips_1step,7,2.0,fixed,IS,400.0,527,2.1,0.0,1.7,3.6,92.6,2.8,2.7,4.43,-1.76,99789.0,5.3,1.0,1,,,
EURUSD,ema10_30,1h,1.0,1.0,True,fundingpips_1step,30,2.0,fixed,IS,400.0,527,15.4,0.0,7.4,41.2,36.1,14.4,8.4,8.14,-2.26,99366.0,48.6,3.0,1,,,
GBPUSD,don55,4h,4.0,4.0,True,fundingpips_1step,7,2.0,fixed,IS,400.0,527,0.0,0.0,0.4,0.0,99.6,,1.1,1.49,-0.85,99992.0,0.4,1.7,1,,,
GBPUSD,don55,4h,4.0,4.0,True,fundingpips_1step,30,2.0,fixed,IS,400.0,527,1.1,0.0,1.3,2.1,95.4,19.1,4.3,4.19,-1.67,99963.0,3.4,7.4,1,,,
EURUSD,ema10_30,4h,1.0,1.0,True,fundingpips_1step,7,2.0,fixed,IS,400.0,527,0.4,0.0,0.0,0.6,99.1,3.4,0.8,1.72,-0.82,99881.0,0.6,0.9,1,,,
EURUSD,ema10_30,4h,1.0,1.0,True,fundingpips_1step,30,2.0,fixed,IS,400.0,527,3.6,0.0,0.0,12.1,84.3,21.5,3.6,5.13,-1.82,99746.0,12.1,3.6,1,,,
EURUSD,ema10_30,1h,2.0,2.0,True,fundingpips_1step,7,2.0,fixed,IS,400.0,527,2.1,0.0,3.4,0.8,93.7,3.5,2.7,3.71,-1.62,100166.0,4.2,1.8,1,,,
EURUSD,ema10_30,1h,2.0,2.0,True,fundingpips_1step,30,2.0,fixed,IS,400.0,527,15.7,0.0,13.3,26.8,44.2,16.4,8.8,7.09,-2.24,100902.0,40.1,5.6,1,,,
EURUSD,ema10_30,4h,2.0,2.0,True,fundingpips_1step,7,2.0,fixed,IS,400.0,527,0.0,0.0,0.4,0.0,99.6,,0.9,1.39,-0.71,99983.0,0.4,1.1,1,,,
EURUSD,ema10_30,4h,2.0,2.0,True,fundingpips_1step,30,2.0,fixed,IS,400.0,527,0.6,0.0,2.7,3.6,93.2,23.9,3.7,4.16,-1.66,99980.0,6.3,4.6,1,,,
EURUSD,ema20_50,1h,1.0,1.0,True,fundingpips_1step,7,2.0,fixed,IS,400.0,527,2.5,0.0,2.1,0.8,94.7,2.6,1.8,3.34,-1.52,99682.0,2.9,1.1,1,,,
EURUSD,ema20_50,1h,1.0,1.0,True,fundingpips_1step,30,2.0,fixed,IS,400.0,527,10.4,0.0,8.0,34.2,47.4,12.9,6.1,7.35,-2.16,99098.0,42.2,3.6,1,,,
EURUSD,ema10_30,4h,4.0,4.0,True,fundingpips_1step,7,2.0,fixed,IS,400.0,527,0.0,0.0,0.9,0.0,99.1,,0.8,1.14,-0.64,99990.0,0.9,1.5,1,,,
EURUSD,ema10_30,4h,4.0,4.0,True,fundingpips_1step,30,2.0,fixed,IS,400.0,527,0.9,0.0,3.8,1.3,93.9,24.9,3.7,3.49,-1.57,100159.0,5.1,6.8,1,,,
EURUSD,ema10_30,1h,4.0,4.0,True,fundingpips_1step,7,2.0,fixed,IS,400.0,527,0.2,0.0,4.2,0.0,95.6,4.9,2.7,2.87,-1.49,100079.0,4.2,2.6,1,,,
EURUSD,ema10_30,1h,4.0,4.0,True,fundingpips_1step,30,2.0,fixed,IS,400.0,527,7.8,0.0,18.6,15.6,58.1,20.6,9.8,5.72,-2.35,100402.0,34.2,10.4,1,,,
EURUSD,ema20_50,1h,2.0,2.0,True,fundingpips_1step,7,2.0,fixed,IS,400.0,527,1.1,0.0,1.7,0.0,97.2,3.7,1.8,2.71,-1.35,100058.0,1.7,1.5,1,,,
EURUSD,ema20_50,1h,2.0,2.0,True,fundingpips_1step,30,2.0,fixed,IS,400.0,527,5.9,0.0,5.3,17.8,71.0,14.4,6.7,6.05,-2.07,100244.0,23.1,5.7,1,,,
EURUSD,ema20_50,4h,1.0,1.0,True,fundingpips_1step,7,2.0,fixed,IS,400.0,527,0.0,0.0,0.0,0.0,100.0,,0.6,1.22,-0.56,100060.0,0.0,0.8,1,,,
EURUSD,ema20_50,4h,1.0,1.0,True,fundingpips_1step,30,2.0,fixed,IS,400.0,527,1.1,0.0,0.0,4.0,94.9,19.1,2.5,4.03,-1.53,100227.0,4.0,3.4,1,,,
EURUSD,ema20_50,4h,2.0,2.0,True,fundingpips_1step,7,2.0,fixed,IS,400.0,527,0.4,0.0,0.0,0.0,99.6,4.5,0.6,1.01,-0.47,100094.0,0.0,1.0,1,,,
EURUSD,ema20_50,4h,2.0,2.0,True,fundingpips_1step,30,2.0,fixed,IS,400.0,527,2.5,0.0,0.0,2.3,95.3,15.4,2.5,3.32,-1.35,100407.0,2.3,4.0,1,,,
EURUSD,ema50_200,1h,1.0,1.0,True,fundingpips_1step,7,2.0,fixed,IS,400.0,527,0.6,0.0,0.0,0.0,99.4,3.5,0.6,1.29,-0.59,100077.0,0.0,0.9,1,,,
EURUSD,ema50_200,1h,1.0,1.0,True,fundingpips_1step,30,2.0,fixed,IS,400.0,527,2.8,0.0,0.0,1.9,95.3,21.5,2.7,4.08,-1.52,100525.0,1.9,3.5,1,,,
EURUSD,ema20_50,4h,4.0,4.0,True,fundingpips_1step,7,2.0,fixed,IS,400.0,527,0.0,0.0,0.4,0.2,99.4,,0.6,0.83,-0.43,100002.0,0.6,1.2,1,,,
EURUSD,ema20_50,4h,4.0,4.0,True,fundingpips_1step,30,2.0,fixed,IS,400.0,527,0.0,0.0,2.5,2.1,95.4,,2.5,2.87,-1.26,99905.0,4.6,4.9,1,,,
EURUSD,ema20_50,1h,4.0,4.0,True,fundingpips_1step,7,2.0,fixed,IS,400.0,527,0.0,0.0,2.5,0.0,97.5,,1.8,2.19,-1.21,99942.0,2.5,2.2,1,,,
EURUSD,ema20_50,1h,4.0,4.0,True,fundingpips_1step,30,2.0,fixed,IS,400.0,527,0.6,0.0,10.6,11.0,77.8,22.9,7.0,5.12,-2.12,99858.0,21.6,9.0,1,,,
EURUSD,ema50_200,1h,2.0,2.0,True,fundingpips_1step,7,2.0,fixed,IS,400.0,527,0.2,0.0,0.0,0.0,99.8,3.5,0.6,1.07,-0.5,100189.0,0.0,1.1,1,,,
EURUSD,ema50_200,1h,2.0,2.0,True,fundingpips_1step,30,2.0,fixed,IS,400.0,527,3.8,0.0,0.0,0.0,96.2,22.7,2.7,3.38,-1.35,100952.0,0.0,4.4,1,,,
EURUSD,ema50_200,4h,1.0,1.0,True,fundingpips_1step,7,2.0,fixed,IS,400.0,527,0.0,0.0,0.0,0.0,100.0,,0.2,0.38,-0.21,99915.0,0.0,0.8,1,,,
EURUSD,ema50_200,4h,1.0,1.0,True,fundingpips_1step,30,2.0,fixed,IS,400.0,527,0.0,0.0,0.0,1.1,98.9,,0.8,1.5,-0.72,99665.0,1.1,3.0,1,,,
EURUSD,ema50_200,4h,2.0,2.0,True,fundingpips_1step,7,2.0,fixed,IS,400.0,527,0.0,0.0,0.0,0.0,100.0,,0.2,0.33,-0.17,99954.0,0.0,0.8,1,,,
EURUSD,ema50_200,4h,2.0,2.0,True,fundingpips_1step,30,2.0,fixed,IS,400.0,527,0.0,0.0,0.0,0.0,100.0,,0.8,1.3,-0.59,99825.0,0.0,3.1,1,,,
EURUSD,ema50_200,4h,4.0,4.0,True,fundingpips_1step,7,2.0,fixed,IS,400.0,527,0.0,0.0,0.0,0.0,100.0,,0.2,0.28,-0.16,99959.0,0.0,0.9,1,,,
EURUSD,ema50_200,4h,4.0,4.0,True,fundingpips_1step,30,2.0,fixed,IS,400.0,527,0.0,0.0,0.0,0.0,100.0,,0.8,1.13,-0.57,99800.0,0.0,3.6,1,,,
EURUSD,ema50_200,1h,4.0,4.0,True,fundingpips_1step,7,2.0,fixed,IS,400.0,527,0.4,0.0,0.0,0.0,99.6,5.2,0.6,0.85,-0.45,100070.0,0.0,1.3,1,,,
EURUSD,ema50_200,1h,4.0,4.0,True,fundingpips_1step,30,2.0,fixed,IS,400.0,527,2.5,0.0,0.0,0.0,97.5,16.9,2.8,2.83,-1.28,100411.0,0.0,5.9,1,,,
EURUSD,don20,1h,1.0,1.0,True,fundingpips_1step,7,2.0,fixed,IS,400.0,527,4.7,0.0,2.5,21.1,71.7,3.8,4.1,6.34,-2.04,98771.0,23.6,1.3,1,,,
EURUSD,don20,1h,1.0,1.0,True,fundingpips_1step,30,2.0,fixed,IS,400.0,527,15.4,0.0,5.9,67.2,11.6,9.5,8.9,9.36,-2.19,97504.0,73.1,2.7,1,,,
EURUSD,don20,4h,1.0,1.0,True,fundingpips_1step,7,2.0,fixed,IS,400.0,527,0.2,0.0,1.9,0.4,97.5,3.6,1.9,3.52,-1.5,99511.0,2.3,1.1,1,,,
EURUSD,don20,4h,1.0,1.0,True,fundingpips_1step,30,2.0,fixed,IS,400.0,527,3.6,0.0,7.2,37.4,51.8,21.4,6.8,7.63,-2.17,98206.0,44.6,3.7,1,,,
EURUSD,don20,1h,2.0,2.0,True,fundingpips_1step,7,2.0,fixed,IS,400.0,527,3.2,0.0,8.5,7.2,81.0,3.5,4.0,5.27,-2.03,99790.0,15.7,2.2,1,,,
EURUSD,don20,1h,2.0,2.0,True,fundingpips_1step,30,2.0,fixed,IS,400.0,527,14.0,0.0,27.1,42.3,16.5,14.1,9.9,7.97,-2.48,99599.0,69.4,5.4,1,,,
EURUSD,don20,4h,2.0,2.0,True,fundingpips_1step,7,2.0,fixed,IS,400.0,527,1.1,0.0,0.9,0.0,97.9,3.2,1.8,2.88,-1.33,99840.0,0.9,1.5,1,,,
EURUSD,don20,4h,2.0,2.0,True,fundingpips_1step,30,2.0,fixed,IS,400.0,527,7.0,0.0,3.0,25.4,64.5,15.9,6.8,6.27,-2.0,99501.0,28.4,5.5,1,,,
EURUSD,don55,1h,1.0,1.0,True,fundingpips_1step,7,2.0,fixed,IS,400.0,527,2.5,0.0,3.2,6.1,88.2,2.9,2.8,4.87,-1.88,99187.0,9.3,1.2,1,,,
EURUSD,don55,1h,1.0,1.0,True,fundingpips_1step,30,2.0,fixed,IS,400.0,527,11.2,0.0,11.6,54.6,22.6,15.3,7.7,8.58,-2.25,97654.0,66.2,3.3,1,,,
EURUSD,don20,1h,4.0,4.0,True,fundingpips_1step,7,2.0,fixed,IS,400.0,527,0.8,0.0,12.7,2.3,84.3,4.2,3.4,4.0,-2.03,99947.0,15.0,3.8,1,,,
EURUSD,don20,1h,4.0,4.0,True,fundingpips_1step,30,2.0,fixed,IS,400.0,527,7.2,0.0,38.9,21.1,32.8,16.4,9.7,6.5,-2.72,100079.0,60.0,11.7,1,,,
EURUSD,don20,4h,4.0,4.0,True,fundingpips_1step,7,2.0,fixed,IS,400.0,527,0.2,0.0,0.9,0.0,98.9,6.3,1.5,2.15,-1.18,99865.0,0.9,2.1,1,,,
EURUSD,don20,4h,4.0,4.0,True,fundingpips_1step,30,2.0,fixed,IS,400.0,527,1.1,0.0,4.9,14.0,79.9,15.8,6.0,5.06,-1.85,99501.0,18.9,9.8,1,,,
EURUSD,don55,1h,2.0,2.0,True,fundingpips_1step,7,2.0,fixed,IS,400.0,527,1.5,0.0,3.2,2.3,93.0,4.2,2.6,3.86,-1.68,99689.0,5.5,2.0,1,,,
EURUSD,don55,1h,2.0,2.0,True,fundingpips_1step,30,2.0,fixed,IS,400.0,527,7.6,0.0,15.2,35.5,41.7,14.8,8.4,7.25,-2.25,99212.0,50.7,6.4,1,,,
EURUSD,don55,4h,1.0,1.0,True,fundingpips_1step,7,2.0,fixed,IS,400.0,527,0.0,0.0,0.6,0.0,99.4,,1.1,2.23,-1.01,99575.0,0.6,1.0,1,,,
EURUSD,don55,4h,1.0,1.0,True,fundingpips_1step,30,2.0,fixed,IS,400.0,527,1.1,0.0,3.2,16.5,79.1,21.1,4.7,6.11,-2.0,98320.0,19.7,3.7,1,,,
EURUSD,don55,4h,2.0,2.0,True,fundingpips_1step,7,2.0,fixed,IS,400.0,527,0.4,0.0,0.4,0.0,99.2,4.1,1.1,1.79,-0.9,99786.0,0.4,1.4,1,,,
EURUSD,don55,4h,2.0,2.0,True,fundingpips_1step,30,2.0,fixed,IS,400.0,527,2.1,0.0,1.3,7.4,89.2,22.3,4.6,4.89,-1.8,99211.0,8.7,5.1,1,,,
EURUSD,don55,1h,4.0,4.0,True,fundingpips_1step,7,2.0,fixed,IS,400.0,527,0.4,0.0,1.3,0.2,98.1,5.1,2.2,2.92,-1.47,99767.0,1.5,2.8,1,,,
EURUSD,don55,1h,4.0,4.0,True,fundingpips_1step,30,2.0,fixed,IS,400.0,527,2.7,0.0,4.7,23.1,69.4,21.4,8.1,6.16,-2.08,99222.0,27.8,10.9,1,,,
USDJPY,ema10_30,1h,1.0,1.0,True,fundingpips_1step,7,2.0,fixed,IS,400.0,527,2.3,0.0,2.3,3.0,92.4,6.1,2.6,4.35,-1.72,99864.0,5.3,1.2,1,,,
USDJPY,ema10_30,1h,1.0,1.0,True,fundingpips_1step,30,2.0,fixed,IS,400.0,527,14.0,0.0,6.6,38.9,40.4,14.4,8.3,8.19,-2.23,99440.0,45.5,3.7,1,,,
EURUSD,don55,4h,4.0,4.0,True,fundingpips_1step,7,2.0,fixed,IS,400.0,527,0.2,0.0,0.4,0.0,99.4,6.3,0.9,1.33,-0.78,99897.0,0.4,1.6,1,,,
EURUSD,don55,4h,4.0,4.0,True,fundingpips_1step,30,2.0,fixed,IS,400.0,527,1.1,0.0,2.7,1.9,94.3,15.8,3.9,3.66,-1.64,99497.0,4.6,7.1,1,,,
USDJPY,ema10_30,4h,1.0,1.0,True,fundingpips_1step,7,2.0,fixed,IS,400.0,527,0.0,0.0,0.0,0.4,99.6,,0.9,1.86,-0.85,99899.0,0.4,1.1,1,,,
USDJPY,ema10_30,4h,1.0,1.0,True,fundingpips_1step,30,2.0,fixed,IS,400.0,527,1.7,0.0,0.0,15.0,83.3,23.7,3.8,5.13,-1.8,99647.0,15.0,3.9,1,,,
USDJPY,ema10_30,4h,2.0,2.0,True,fundingpips_1step,7,2.0,fixed,IS,400.0,527,0.4,0.0,0.6,0.0,99.1,6.0,0.9,1.6,-0.76,100042.0,0.6,1.2,1,,,
USDJPY,ema10_30,4h,2.0,2.0,True,fundingpips_1step,30,2.0,fixed,IS,400.0,527,3.6,0.0,3.4,7.6,85.4,17.1,3.8,4.48,-1.69,100156.0,11.0,5.0,1,,,
USDJPY,ema10_30,1h,2.0,2.0,True,fundingpips_1step,7,2.0,fixed,IS,400.0,527,0.8,0.0,5.5,0.2,93.5,4.4,2.6,3.63,-1.65,100107.0,5.7,2.1,1,,,
USDJPY,ema10_30,1h,2.0,2.0,True,fundingpips_1step,30,2.0,fixed,IS,400.0,527,9.5,0.0,20.1,22.4,48.0,16.9,8.8,6.96,-2.43,100327.0,42.5,6.8,1,,,
USDJPY,ema20_50,1h,1.0,1.0,True,fundingpips_1step,7,2.0,fixed,IS,400.0,527,0.9,0.0,1.9,0.9,96.2,2.9,1.7,3.18,-1.41,99777.0,2.8,1.2,1,,,
USDJPY,ema20_50,1h,1.0,1.0,True,fundingpips_1step,30,2.0,fixed,IS,400.0,527,9.1,0.0,6.5,28.5,56.0,17.2,5.9,6.88,-2.14,99272.0,35.0,3.7,1,,,
USDJPY,ema10_30,4h,4.0,4.0,True,fundingpips_1step,7,2.0,fixed,IS,400.0,527,0.0,0.0,1.3,0.0,98.7,,0.9,1.31,-0.75,99980.0,1.3,1.7,1,,,
USDJPY,ema10_30,4h,4.0,4.0,True,fundingpips_1step,30,2.0,fixed,IS,400.0,527,0.8,0.0,8.0,4.4,86.9,24.4,3.8,3.92,-1.79,99863.0,12.4,7.4,1,,,
USDJPY,ema10_30,1h,4.0,4.0,True,fundingpips_1step,7,2.0,fixed,IS,400.0,527,0.4,0.0,4.2,0.0,95.4,4.9,2.6,2.78,-1.49,100144.0,4.2,3.1,1,,,
USDJPY,ema10_30,1h,4.0,4.0,True,fundingpips_1step,30,2.0,fixed,IS,400.0,527,5.9,0.0,21.3,8.3,64.5,17.9,9.7,5.61,-2.42,100575.0,29.6,11.7,1,,,
USDJPY,ema20_50,1h,2.0,2.0,True,fundingpips_1step,7,2.0,fixed,IS,400.0,527,0.4,0.0,3.0,0.2,96.4,3.6,1.7,2.67,-1.27,100064.0,3.2,1.6,1,,,
USDJPY,ema20_50,1h,2.0,2.0,True,fundingpips_1step,30,2.0,fixed,IS,400.0,527,8.0,0.0,10.2,15.0,66.8,21.9,6.3,5.95,-2.11,100236.0,25.2,5.9,1,,,
USDJPY,ema20_50,4h,1.0,1.0,True,fundingpips_1step,7,2.0,fixed,IS,400.0,527,0.0,0.0,0.2,0.0,99.8,,0.5,1.06,-0.53,99831.0,0.2,0.8,1,,,
USDJPY,ema20_50,4h,1.0,1.0,True,fundingpips_1step,30,2.0,fixed,IS,400.0,527,1.5,0.0,1.3,4.6,92.6,25.4,2.2,3.5,-1.46,99294.0,5.9,3.5,1,,,
